20151,西餐人生[VOD],,,,,,,,,,,,,,,
20152,請問市長[VOD],,,,,,,,,,,,,,,
20162,職場達人show[VOD],,,,,,,,,,,,,,,
20153,98職場達人show[VOD],,,,,,,,,,,,,,,
14733,2010職場達人show[VOD],,,,,,,,,,,,,,,
20154,綻放新北市[VOD],,,,,,,,,,,,,,,
20155,飲響一生[VOD],,,,,,,,,,,,,,,
20157,台灣世界展望會,,,,,,,,,,,,,,,
20158,西點go烘[VOD],,,,,,,,,,,,,,,
20159,台灣農民力[VOD],,,,,,,,,,,,,,,
20160,白色20變[VOD],,,,,,,,,,,,,,,
20161,11PM[VOD],,,,,,,,,,,,,,,
12142,2013愛閃耀！桃園跨年晚會,,,,,,,,,,,,,,,
25105,開窗說亮話[VOD],,,,,,,,,,,,,,,
14729,周六大挑戰[VOD],,,,,,,,,,,,,,,
14730,POWER星期天[VOD],,,,,,,,,,,,,,,
19322,POWER星期天－IQ百分百,,,,,,,,,,,,,,,
19324,POWER星期天－瘋狂魔法師,,,,,,,,,,,,,,,
19325,POWER星期天－明星會客室,,,,,,,,,,,,,,,
19738,POWER星期天－挑戰百分百,,,,,,,,,,,,,,,
19737,POWER星期天－Tempo倒裝句,,,,,,,,,,,,,,,
19736,POWER星期天－魔法研究所,,,,,,,,,,,,,,,
19323,POWER星期天－反正急轉彎,,,,,,,,,,,,,,,
19739,POWER星期天－明星製造所,,,,,,,,,,,,,,,
19740,POWER星期天－知識排排站,,,,,,,,,,,,,,,
14469,天才衝衝衝[VOD],,,,,,,,,,,,,,,
14697,天才衝衝衝－腦筋急轉彎,,,,,,,,,,,,,,,
19406,天才衝衝衝－color tempo,,,,,,,,,,,,,,,
14698,天才衝衝衝－天才驚曲獎,,,,,,,,,,,,,,,
14699,天才衝衝衝－瞎拼ABC,,,,,,,,,,,,,,,
19529,天才衝衝衝－一樣不一樣,,,,,,,,,,,,,,,
19481,天才衝衝衝－睜眼說瞎話,,,,,,,,,,,,,,,
14798,天才衝衝衝－天才song歪歪,,,,,,,,,,,,,,,
19527,天才衝衝衝－形容詞tempo,,,,,,,,,,,,,,,
14798,天才衝衝衝－ㄅㄆㄇTEMPO,,,,,,,,,,,,,,,
19396,憲在你要吃什麼[VOD],,,,,,,,,,,,,,,
14735,周末快樂頌[VOD],,,,,,,,,,,,,,,
14732,十點名人堂[VOD],,,,,,,,,,,,,,,
14734,亞洲天團爭霸戰[VOD],,,,,,,,,,,,,,,
19400,快樂獅子會[VOD],,,,,,,,,,,,,,,
14736,景氣到我家[VOD],,,,,,,,,,,,,,,
14737,天才向前衝[VOD],,,,,,,,,,,,,,,
19778,天才向前衝－天才2選1,,,,,,,,,,,,,,,
19587,天才向前衝－天才大變身,,,,,,,,,,,,,,,
19742,天才向前衝－看見黑影就開砲,,,,,,,,,,,,,,,
19588,天才向前衝－嚕啦啦,,,,,,,,,,,,,,,
26070,圓夢廚房,,,,,,,,,,,,,,,
26175,節目搶先看,,,,,,,,,,,,,,,
19306,K歌情人夢[預告],,,,,,,,,,,,,,,
25484,英雄,,,,,,,,,,,,,,,
25477,大兵日記,,,,,,,,,,,,,,,
25527,帶子英雄,,,,,,,,,,,,,,,
25478,施公奇案,,,,,,,,,,,,,,,
25479,葉青歌仔戲－薛平貴與王寶釧,,,,,,,,,,,,,,,
25528,台灣靈異事件,,,,,,,,,,,,,,,
25486,包青天,,,,,,,,,,,,,,,
14746,艋舺燿輝,,,,,,,,,,,,,,,
14776,(商專)英文(二),,,,,,,,,,,,,,,
14758,(學院)進階商用英文書信,,,,,,,,,,,,,,,
14777,(學院)網際網路應用,,,,,,,,,,,,,,,
14778,(商專)國際市場分析,,,,,,,,,,,,,,,
19414,(商專)財務報表分析,,,,,,,,,,,,,,,
14749,(學院)婚姻與家庭,,,,,,,,,,,,,,,
14750,(學院)法律與生活,,,,,,,,,,,,,,,
14762,(商專)資料庫系統,,,,,,,,,,,,,,,
14763,(商專)商業套裝軟體,,,,,,,,,,,,,,,
14751,(學院)人際關係與溝通技巧,,,,,,,,,,,,,,,
14765,(學院)金融市場實務,,,,,,,,,,,,,,,
14766,(商專)證券市場,,,,,,,,,,,,,,,
14767,(商專)國際服務業管理,,,,,,,,,,,,,,,
19415,(商專)企業組織與管理,,,,,,,,,,,,,,,
14768,(商專)國際貿易實務(下),,,,,,,,,,,,,,,
19417,(學院)稅務法規,,,,,,,,,,,,,,,
14764,(商專)資料結構,,,,,,,,,,,,,,,
19419,(商專)多媒體應用,,,,,,,,,,,,,,,
19420,(學院)服務業管理,,,,,,,,,,,,,,,
19422,(學院)經貿情勢分析,,,,,,,,,,,,,,,
19424,(商專)財政學,,,,,,,,,,,,,,,
19425,(商專)期貨與選擇權,,,,,,,,,,,,,,,
19427,(商專)銀行實務,,,,,,,,,,,,,,,
19428,(商專)智慧財產權法,,,,,,,,,,,,,,,
19429,(商專)會計學(下),,,,,,,,,,,,,,,
14759,(學院)商務英語會話,,,,,,,,,,,,,,,
14760,(商專)英文文學欣賞,,,,,,,,,,,,,,,
14761,(商專)英文文法與修辭(二),,,,,,,,,,,,,,,
14752,(商專)英語會話(二),,,,,,,,,,,,,,,
14779,(商專)人際關係,,,,,,,,,,,,,,,
14769,(商專)憲法,,,,,,,,,,,,,,,
14757,(商專)詞彙與閱讀(二),,,,,,,,,,,,,,,
14753,(商專)中國文化史,,,,,,,,,,,,,,,
14754,(商專)生涯規劃,,,,,,,,,,,,,,,
14756,(商專)新聞英文(二),,,,,,,,,,,,,,,
14755,(學院)消費者行為,,,,,,,,,,,,,,,
19627,(商專)國際金融與匯兌(下),,,,,,,,,,,,,,,
19630,(學院)外匯操作實務,,,,,,,,,,,,,,,
19632,(學院)策略管理,,,,,,,,,,,,,,,
19634,(商專)管理資訊系統,,,,,,,,,,,,,,,
19640,(商專)組織行為,,,,,,,,,,,,,,,
19647,(商專)商事法,,,,,,,,,,,,,,,
19648,(商專)程式設計(VB),,,,,,,,,,,,,,,
19649,(商專)財產保險,,,,,,,,,,,,,,,
19650,(商專)基金管理,,,,,,,,,,,,,,,
19651,(商專)人力資源管理,,,,,,,,,,,,,,,
19652,(商專)經濟學(下),,,,,,,,,,,,,,,
19653,(商專)政府會計,,,,,,,,,,,,,,,
19655,(商專)網路行銷,,,,,,,,,,,,,,,
19656,(學院)國際企業管理,,,,,,,,,,,,,,,
19657,(商專)財務管理,,,,,,,,,,,,,,,
19658,(商專)貨幣銀行學(下),,,,,,,,,,,,,,,
9660,(學院)全球運籌管理,,,,,,,,,,,,,,,
19661,(學院)廣告學,,,,,,,,,,,,,,,
19662,(商專)成本會計(下),,,,,,,,,,,,,,,
19663,(商專)稅務會計(下),,,,,,,,,,,,,,,
19665,(商專)國際企業概論,,,,,,,,,,,,,,,
19666,(學院)財務報表分析,,,,,,,,,,,,,,,
19667,(商專)商用英語會話(下),,,,,,,,,,,,,,,
19669,(商專)日文(二),,,,,,,,,,,,,,,
19670,(商專)科學概論,,,,,,,,,,,,,,,
19671,(商專)審計學(下),,,,,,,,,,,,,,,
19673,(商專)企業個案研討,,,,,,,,,,,,,,,
19674,(商專)英文作文(二),,,,,,,,,,,,,,,
19675,(商專)英文檢定(二),,,,,,,,,,,,,,,
19677,(商專)英語口語訓練(二),,,,,,,,,,,,,,,
19678,(商專)資料處理,,,,,,,,,,,,,,,
19679,(商專)中級會計學(下),,,,,,,,,,,,,,,
19680,(商專)英文翻譯(二),,,,,,,,,,,,,,,
19681,(商專)國際行銷學,,,,,,,,,,,,,,,
19682,(商專)商用英文(二),,,,,,,,,,,,,,,
19683,(商專)國文(二),,,,,,,,,,,,,,,
19684,(商專)金融市場,,,,,,,,,,,,,,,
19685,(商專)統計學,,,,,,,,,,,,,,,
19686,(學院)品質管理,,,,,,,,,,,,,,,
19687,(學院)總體經濟學,,,,,,,,,,,,,,,
19688,(商專)國際付款實務,,,,,,,,,,,,,,,
19690,新每日一字,,,,,,,,,,,,,,,
19694,飲響一生,,,,,,,,,,,,,,,
19695,西餐人生,,,,,,,,,,,,,,,
19696,運動科學大調查,,,,,,,,,,,,,,,
19697,金榜之路－NEWS12,,,,,,,,,,,,,,,
19699,貨幣銀行學(上),,,,,,,,,,,,,,,
19700,網路行銷(學院),,,,,,,,,,,,,,,
19774,英語會話(一),,,,,,,,,,,,,,,
19702,國際貿易理論與政策,,,,,,,,,,,,,,,
19703,風險管理,,,,,,,,,,,,,,,
19705,健康管理(學院),,,,,,,,,,,,,,,
19707,會計資訊系統,,,,,,,,,,,,,,,
19709,商業套裝軟體(學院),,,,,,,,,,,,,,,
19710,稅務(租稅)法規與實務(學院),,,,,,,,,,,,,,,
19713,網頁設計,,,,,,,,,,,,,,,
19715,債券市場,,,,,,,,,,,,,,,
19716,投資學,,,,,,,,,,,,,,,
19717,電子商務(學院),,,,,,,,,,,,,,,
19718,國際貿易個案研討,,,,,,,,,,,,,,,
19720,生產與作業管理,,,,,,,,,,,,,,,
19721,國際貿易實務(上),,,,,,,,,,,,,,,
19722,英文(一),,,,,,,,,,,,,,,
19723,系統分析與設計,,,,,,,,,,,,,,,
19724,商業談判(學院),,,,,,,,,,,,,,,
19725,金融法規,,,,,,,,,,,,,,,
19726,兩岸經貿關係,,,,,,,,,,,,,,,
19727,投資學(學院),,,,,,,,,,,,,,,
19728,商務英文(學院),,,,,,,,,,,,,,,
19729,國際貿易實務(學院),,,,,,,,,,,,,,,
19730,衍生性金融商品,,,,,,,,,,,,,,,
19731,國際貿易法規,,,,,,,,,,,,,,,
19732,智慧財產權法(學院),,,,,,,,,,,,,,,
19733,會計學(上),,,,,,,,,,,,,,,
19734,服務業管理,,,,,,,,,,,,,,,
19735,電子商務,,,,,,,,,,,,,,,
19743,法律概論,,,,,,,,,,,,,,,
19746,計算機概論,,,,,,,,,,,,,,,
19748,國際貿易英文,,,,,,,,,,,,,,,
19750,生命教育(學院),,,,,,,,,,,,,,,
19752,會計學(學院),,,,,,,,,,,,,,,
19755,國際金融與匯兌(上),,,,,,,,,,,,,,,
19757,國際投資概論,,,,,,,,,,,,,,,
19760,網際網路應用,,,,,,,,,,,,,,,
19762,經濟學(上),,,,,,,,,,,,,,,
19765,網路行銷(學院),,,,,,,,,,,,,,,
19766,銀行會計,,,,,,,,,,,,,,,
19768,英文文法與修辭(一),,,,,,,,,,,,,,,
19772,台灣歷史與文化,,,,,,,,,,,,,,,
19701,英語會話(一),,,,,,,,,,,,,,,
19773,證券經營與實務(學院),,,,,,,,,,,,,,,
19771,組織行為(學院),,,,,,,,,,,,,,,
19770,財務管理,,,,,,,,,,,,,,,
19767,藝術與人生,,,,,,,,,,,,,,,
19764,理財規劃,,,,,,,,,,,,,,,
19763,商業會計法,,,,,,,,,,,,,,,
19761,成本會計(上),,,,,,,,,,,,,,,
19759,民法概要,,,,,,,,,,,,,,,
19758,字彙與閱讀(一),,,,,,,,,,,,,,,
19756,人生哲學,,,,,,,,,,,,,,,
19754,稅務會計(上),,,,,,,,,,,,,,,
19753,日文(一),,,,,,,,,,,,,,,
19751,應用英文(學院),,,,,,,,,,,,,,,
19749,程式語言,,,,,,,,,,,,,,,
19747,人身保險,,,,,,,,,,,,,,,
19745,商用英語會話(上),,,,,,,,,,,,,,,
19744,醫學與保健,,,,,,,,,,,,,,,
19480,國際財務管理,,,,,,,,,,,,,,,
19485,審計學(上),,,,,,,,,,,,,,,
19486,電腦影像處理,,,,,,,,,,,,,,,
19508,英語口語訓練(一),,,,,,,,,,,,,,,
19487,資料處理,,,,,,,,,,,,,,,
19488,中級會計學(上),,,,,,,,,,,,,,,
19489,英文作文(一),,,,,,,,,,,,,,,
19490,英文檢定(一),,,,,,,,,,,,,,,
19491,行銷管理,,,,,,,,,,,,,,,
19497,商務談判,,,,,,,,,,,,,,,
19498,商用英文(一),,,,,,,,,,,,,,,
19499,國文(一),,,,,,,,,,,,,,,
19500,消費者行為,,,,,,,,,,,,,,,
19501,金融管理,,,,,,,,,,,,,,,
19502,管理學(學院),,,,,,,,,,,,,,,
19503,企業倫理(學院),,,,,,,,,,,,,,,
19504,個體經濟學(學院),,,,,,,,,,,,,,,
19505,保險學,,,,,,,,,,,,,,,
19506,英文翻譯(一),,,,,,,,,,,,,,,
19507,新聞英文(一),,,,,,,,,,,,,,,
14381,焦點新聞,,,,,,,,,,,,,,,
14384,體壇動態,,,,,,,,,,,,,,,
14383,科技新知,,,,,,,,,,,,,,,
14382,新奇趣聞,,,,,,,,,,,,,,,
8599,政治經濟,,,,,,,,,,,,,,,
8600,社會人文,,,,,,,,,,,,,,,
8601,生活資訊,,,,,,,,,,,,,,,
8602,娛樂八卦,,,,,,,,,,,,,,,
14385,寰宇國際,,,,,,,,,,,,,,,
26825,每日新聞目錄,,,,,,,,,,,,,,,
8816,新聞懶人包,,,,,,,,,,,,,,,
8845,【This Sound狸燒】,,,,,,,,,,,,,,,
8846,金木義則-【CHIC】,,,,,,,,,,,,,,,
8784,【Jazz't the Way】,,,,,,,,,,,,,,,
8761,MusicDay's K-Pop,,,,,,,,,,,,,,,
8800,MusicDay's C-Pop,,,,,,,,,,,,,,,
8759,MusicDay-【Wonderland】,,,,,,,,,,,,,,,
8763,【Pop Classical】,,,,,,,,,,,,,,,
5541,Savvy Music Entertain,,,,,,,,,,,,,,,
9754,夜夜生歌,,,,,,,,,,,,,,,
9632,創設計,,,,,,,,,,,,,,,
9412,地下好聲音,,,,,,,,,,,,,,,
8842,拜師球藝─籃球教學：基礎課程,,,,,,,,,,,,,,,
9402,拜師球藝─籃球教學：進階課程,,,,,,,,,,,,,,,
9619,拜師球藝─48分鐘後,,,,,,,,,,,,,,,
9427,他們用籃球說故事,,,,,,,,,,,,,,,
9973,S.H.E 愛而為一,,,,,,,,,,,,,,,
9207,獨立音樂 ID MUSIC,,,,,,,,,,,,,,,
9609,CG VFX Express,,,,,,,,,,,,,,,
9716,麻辣獸醫師：寵物頻道,,,,,,,,,,,,,,,
9027,熱血籃不住,,,,,,,,,,,,,,,
9538,KPOP ComeBack Stage – SBS人氣歌謠回歸特輯,,,,,,,,,,,,,,,
9605,新聞不沉沒,,,,,,,,,,,,,,,
9611,尋找大明星,,,,,,,,,,,,,,,
14410,『獨立音樂 - 見證大團』,,,,,,,,,,,,,,,
14409,『獨立音樂 - 音樂盛典』,,,,,,,,,,,,,,,
14411,『獨立音樂 - 樂團我想認識你』,,,,,,,,,,,,,,,
25159,『獨立音樂 - 活動宣傳』,,,,,,,,,,,,,,,
